Date,Customer ID,Customer Name,City,Product Category,Quantity,Unit Cost,Unit Price,Total Revenue,New Customer,Delivery Days,Payment Method,Order Frequency,First Purchase Date,Last Purchase Date,Customer Relationship Duration
2023-09-17,CID0187,Customer 187,Phoenix,Dairy,12,59.15,73.94,887.28,Yes,3,Debit Card,Weekly,2023-03-05,2023-05-17,73
2023-02-24,CID0188,Customer 188,San Antonio,Meat,17,64.58,80.72,1372.24,Yes,3,Credit Card,Weekly,2023-02-15,2023-02-16,1
2023-11-17,CID0189,Customer 189,Chicago,Packaged Foods,8,67.56,84.45,675.6,Yes,4,Cash,Weekly,2023-03-23,2023-10-09,200
2023-02-06,CID0190,Customer 190,Phoenix,Beverages,11,20.62,25.77,283.47,Yes,2,Debit Card,Monthly,2023-03-21,2023-11-05,229
2023-12-04,CID0194,Customer 194,Chicago,Beverages,6,25.46,31.83,190.98,Yes,1,Debit Card,Weekly,2023-02-22,2023-10-04,224
2023-11-07,CID0196,Customer 196,Philadelphia,Beverages,7,54.66,68.33,478.31,No,4,Online Payment,One Time,2023-02-27,2023-06-03,96
2024-01-26,CID0197,Customer 197,Houston,Fruits,9,13.7,17.13,154.17,Yes,3,Credit Card,Monthly,2023-02-28,2023-12-05,280
2023-03-24,CID0198,Customer 198,Los Angeles,Vegetables,18,52.56,65.7,1182.6,Yes,1,Online Payment,Monthly,2023-01-03,2023-03-20,76
2023-04-10,CID0199,Customer 199,Los Angeles,Packaged Foods,12,79.34,99.18,1190.16,Yes,1,Debit Card,Monthly,2023-02-03,2023-08-22,200
2023-09-29,CID0200,Customer 200,Phoenix,Dairy,8,6.18,7.73,61.84,No,4,Credit Card,Monthly,2023-03-20,2023-10-07,201
2023-01-01,CID0201,Customer 201,Philadelphia,Vegetables,8,6.54,8.17,65.36,Yes,3,Credit Card,Quarterly,2023-01-01,2023-01-01,0
2023-08-09,CID0204,Customer 204,Philadelphia,Meat,7,17.56,21.95,153.65,Yes,2,Online Payment,One Time,2023-06-30,2023-07-30,30
2023-10-01,CID0205,Customer 205,Houston,Bakery,11,29.09,36.36,399.96,No,3,Credit Card,Monthly,2023-05-01,2023-10-01,153
2023-02-27,CID0206,Customer 206,Houston,Beverages,16,5.86,7.32,117.12,Yes,4,Cash,Weekly,2023-01-27,2023-02-19,23
2023-05-07,CID0207,Customer 207,Houston,Vegetables,2,55.03,68.787,137.57,No,3,Debit Card,Quarterly,2023-04-05,2023-05-27,52
2023-07-06,CID0208,Customer 208,Houston,Beverages,6,32.9,41.13,246.78,Yes,4,Online Payment,Monthly,2023-01-05,2023-05-25,140
2023-03-05,CID0209,Customer 209,Houston,Meat,3,60.84,76.05,228.15,Yes,2,Online Payment,Monthly,2023-01-02,2023-04-14,102
2023-01-30,CID0210,Customer 210,Philadelphia,Dairy,9,72.33,90.41,813.69,Yes,4,Credit Card,Monthly,2023-01-15,2023-01-16,1
2023-10-18,CID0212,Customer 212,Chicago,Fruits,14,64.67,80.84,1131.76,Yes,1,Online Payment,Weekly,2023-03-16,2023-04-24,39
2023-10-02,CID0213,Customer 213,Los Angeles,Meat,11,5.1,6.38,70.18,No,3,Online Payment,Weekly,2023-01-25,2023-08-02,189
2023-02-13,CID0214,Customer 214,San Antonio,Fruits,18,71.95,89.94,1618.92,No,2,Online Payment,Quarterly,2023-01-13,2023-05-02,109
2024-10-01,CID0215,Customer 215,Houston,Meat,12,52.2,65.25,783.0,Yes,4,Debit Card,One Time,2023-03-11,2023-12-20,284
2023-09-30,CID0219,Customer 219,New York,Beverages,19,31.42,39.28,746.32,Yes,4,Credit Card,One Time,2023-05-22,2023-06-26,35
2024-01-28,CID0220,Customer 220,New York,Beverages,19,30.61,38.26,726.94,Yes,3,Online Payment,Weekly,2023-01-08,2023-12-14,340
2023-06-03,CID0221,Customer 221,New York,Bakery,14,18.45,23.06,322.84,Yes,4,Debit Card,Weekly,2023-02-13,2023-02-24,11
2023-07-03,CID0222,Customer 222,Chicago,Beverages,4,30.78,38.47,153.88,Yes,2,Online Payment,Quarterly,2023-06-03,2023-07-03,30
2023-01-09,CID0224,Customer 224,New York,Packaged Foods,8,33.26,41.57,332.56,Yes,4,Debit Card,One Time,2023-07-30,2023-08-16,17
2023-09-10,CID0225,Customer 225,Houston,Meat,19,64.26,80.33,1526.27,No,2,Credit Card,Monthly,2023-02-01,2023-09-05,216
2023-05-16,CID0227,Customer 227,New York,Dairy,18,1.83,2.29,41.22,Yes,3,Cash,Weekly,2023-03-18,2023-03-19,1
2023-09-28,CID0228,Customer 228,Chicago,Dairy,6,33.94,42.43,254.58,Yes,3,Debit Card,Quarterly,2023-08-09,2023-09-13,35
2023-07-11,CID0229,Customer 229,San Antonio,Fruits,18,2.56,3.2,57.6,No,2,Credit Card,Quarterly,2023-03-18,2023-07-23,127
2023-05-08,CID0230,Customer 230,Philadelphia,Beverages,19,77.31,96.64,1836.16,Yes,2,Online Payment,Weekly,2023-04-25,2023-06-30,66
2024-01-22,CID0233,Customer 233,Philadelphia,Bakery,3,77.83,97.29,291.87,Yes,3,Cash,Monthly,2023-06-26,2023-11-16,143
2024-09-01,CID0234,Customer 234,Phoenix,Packaged Foods,10,66.15,82.69,826.9,Yes,4,Credit Card,Weekly,2023-06-20,2023-07-20,30
2023-12-20,CID0235,Customer 235,New York,Vegetables,19,56.06,70.08,1331.52,Yes,4,Cash,Quarterly,2023-10-10,2023-12-11,62
2023-04-13,CID0236,Customer 236,Chicago,Meat,3,67.22,84.03,252.09,Yes,3,Online Payment,One Time,2023-08-04,2023-10-04,61
2023-07-24,CID0239,Customer 239,San Antonio,Vegetables,7,44.91,56.14,392.98,Yes,2,Credit Card,One Time,2023-04-27,2023-07-14,78
2023-10-12,CID0240,Customer 240,Chicago,Meat,12,50.41,63.01,756.12,Yes,4,Credit Card,Weekly,2023-06-14,2023-08-26,73
2023-08-13,CID0243,Customer 243,Houston,Bakery,4,36.21,45.26,181.04,Yes,3,Cash,One Time,2023-03-03,2023-04-23,51
2023-09-22,CID0244,Customer 244,New York,Fruits,18,19.57,24.464,440.35,Yes,3,Credit Card,One Time,2023-07-16,2023-07-31,15
2023-08-20,CID0245,Customer 245,Philadelphia,Fruits,18,9.97,12.46,224.28,Yes,3,Credit Card,Weekly,2023-01-03,2023-04-04,91
2023-03-03,CID0246,Customer 246,New York,Fruits,26,6.42,8.03,204.77,Yes,1,Debit Card,Weekly,2023-02-24,2023-02-25,1
2023-04-26,CID0248,Customer 248,Houston,Packaged Foods,9,4.07,5.09,45.81,Yes,3,Cash,Quarterly,2023-02-22,2023-03-16,22
2023-06-23,CID0250,Customer 250,Philadelphia,Packaged Foods,2,22.99,28.74,57.48,No,4,Debit Card,Quarterly,2023-03-23,2023-06-22,91
2023-11-01,CID0251,Customer 251,San Antonio,Dairy,4,66.03,82.54,330.16,Yes,1,Credit Card,One Time,2023-08-01,2023-11-01,92
2023-10-29,CID0252,Customer 252,Los Angeles,Beverages,2,6.31,7.89,15.78,Yes,4,Debit Card,Weekly,2023-07-15,2023-07-26,11
2023-11-10,CID0253,Customer 253,Chicago,Packaged Foods,15,18.42,23.02,345.3,Yes,4,Debit Card,Monthly,2023-07-17,2023-08-26,40
2023-04-28,CID0254,Customer 254,New York,Fruits,3,64.38,80.476,241.43,Yes,4,Debit Card,Monthly,2023-03-26,2023-04-17,22
2023-10-29,CID0255,Customer 255,Phoenix,Bakery,4,48.06,60.08,240.32,Yes,4,Debit Card,Quarterly,2023-03-19,2023-09-16,181
2023-04-23,CID0256,Customer 256,New York,Beverages,6,5.54,6.92,41.52,Yes,2,Online Payment,One Time,2023-05-03,2023-09-03,123
2023-04-01,CID0257,Customer 257,New York,Meat,7,70.23,87.79,614.53,Yes,4,Online Payment,Quarterly,2023-01-01,2023-03-01,59
2023-12-29,CID0259,Customer 259,New York,Vegetables,19,26.7,33.38,634.22,Yes,4,Debit Card,Monthly,2023-09-15,2023-10-23,38
2023-04-28,CID0262,Customer 262,Houston,Dairy,3,50.24,62.8,188.4,Yes,4,Debit Card,Monthly,2023-04-22,2023-04-23,1
2023-01-17,CID0264,Customer 264,San Antonio,Vegetables,18,67.12,83.9,1510.2,Yes,4,Online Payment,Quarterly,2023-01-15,2023-01-16,1
2023-06-19,CID0265,Customer 265,Phoenix,Meat,8,23.11,28.89,231.12,Yes,3,Credit Card,Quarterly,2023-01-26,2023-05-06,100
2023-06-02,CID0266,Customer 266,New York,Dairy,15,34.56,43.2,648.0,No,4,Cash,Monthly,2023-03-02,2023-04-02,31
2023-09-21,CID0267,Customer 267,New York,Dairy,1,21.71,27.14,27.14,Yes,3,Debit Card,Monthly,2023-08-22,2023-08-25,3
2023-04-20,CID0272,Customer 272,Houston,Dairy,10,17.93,22.41,224.1,Yes,2,Cash,Weekly,2023-03-25,2023-04-19,25
2023-04-10,CID0273,Customer 273,Los Angeles,Fruits,6,35.34,44.181,265.09,Yes,3,Credit Card,Weekly,2023-03-21,2023-07-25,126
2023-09-03,CID0274,Customer 274,Philadelphia,Bakery,14,59.11,73.89,1034.46,Yes,2,Online Payment,Weekly,2023-10-01,2023-11-01,31
2024-06-01,CID0275,Customer 275,San Antonio,Beverages,14,42.21,52.76,738.64,No,4,Credit Card,Weekly,2023-08-29,2023-11-29,92
2023-05-05,CID0279,Customer 279,Chicago,Bakery,6,76.48,95.6,573.6,Yes,1,Debit Card,One Time,2023-03-30,2023-04-28,29
2023-07-28,CID0281,Customer 281,San Antonio,Bakery,9,55.68,69.6,626.4,Yes,1,Debit Card,Quarterly,2023-06-16,2023-06-24,8
2023-02-18,CID0283,Customer 283,Phoenix,Dairy,14,72.89,91.11,1275.54,Yes,4,Debit Card,One Time,2023-01-22,2023-01-24,2
2023-02-19,CID0284,Customer 284,Houston,Beverages,7,37.37,46.71,326.97,Yes,4,Cash,One Time,2023-02-13,2023-02-13,0
2023-04-12,CID0285,Customer 285,Los Angeles,Vegetables,2,11.34,14.18,28.36,Yes,3,Cash,Monthly,2023-01-10,2023-09-11,244
2023-01-07,CID0287,Customer 287,Philadelphia,Meat,6,13.52,16.9,101.4,Yes,1,Online Payment,Weekly,2023-03-23,2023-06-22,91
2023-07-30,CID0289,Customer 289,San Antonio,Bakery,2,75.87,94.84,189.68,No,3,Online Payment,Quarterly,2023-03-07,2023-07-18,133
2023-08-28,CID0290,Customer 290,New York,Vegetables,3,35.84,44.8,134.4,Yes,3,Online Payment,Monthly,2023-08-16,2023-08-24,8
2024-09-01,CID0291,Customer 291,New York,Fruits,8,69.51,86.889,651.67,Yes,3,Debit Card,Weekly,2023-07-09,2023-10-29,112
2023-01-28,CID0292,Customer 292,Houston,Vegetables,2,46.18,57.726,144.32,No,3,Credit Card,Monthly,2023-01-28,2023-01-28,0
2023-11-12,CID0293,Customer 293,Chicago,Packaged Foods,1,54.24,67.8,67.8,Yes,3,Credit Card,One Time,2023-05-10,2023-10-14,157
2023-01-12,CID0294,Customer 294,Philadelphia,Beverages,8,10.88,13.6,108.8,Yes,4,Online Payment,Quarterly,2023-01-19,2023-03-24,64
2023-11-27,CID0295,Customer 295,Phoenix,Dairy,12,19.04,23.8,285.6,No,1,Debit Card,Quarterly,2023-11-13,2023-11-18,5
2023-01-02,CID0297,Customer 297,Houston,Beverages,13,77.67,97.09,1262.17,Yes,1,Online Payment,Quarterly,2023-01-16,2023-01-18,2
2024-08-01,CID0299,Customer 299,Chicago,Packaged Foods,11,22.02,27.52,302.72,Yes,3,Debit Card,Weekly,2023-12-17,2023-12-31,14
2023-06-23,CID0300,Customer 300,Houston,Packaged Foods,10,38.04,47.55,475.5,No,1,Debit Card,Monthly,2023-03-15,2023-10-06,205
2023-02-25,CID0301,Customer 301,Chicago,Packaged Foods,3,78.71,98.39,295.17,Yes,4,Debit Card,Weekly,2023-01-15,2023-02-17,33
2023-08-05,CID0302,Customer 302,Los Angeles,Fruits,7,19.63,24.534,171.74,Yes,2,Credit Card,One Time,2023-01-24,2023-09-03,222
2023-09-04,CID0303,Customer 303,Chicago,Fruits,16,32.79,40.99,655.84,Yes,1,Cash,One Time,2023-02-25,2023-05-03,67
2023-08-04,CID0304,Customer 304,San Antonio,Fruits,10,71.36,89.2,892.0,Yes,3,Credit Card,Quarterly,2023-01-13,2023-03-24,70
2023-02-10,CID0305,Customer 305,Chicago,Fruits,10,0.63,0.79,7.9,Yes,1,Cash,One Time,2023-02-21,2023-03-08,15
2023-08-18,CID0306,Customer 306,Houston,Packaged Foods,12,3.57,4.46,53.52,No,3,Debit Card,Monthly,2023-04-24,2023-08-07,105
2023-03-13,CID0307,Customer 307,San Antonio,Packaged Foods,9,48.49,60.61,545.49,Yes,4,Online Payment,Weekly,2023-01-22,2023-02-02,11
2023-08-05,CID0312,Customer 312,Los Angeles,Packaged Foods,12,38.05,47.56,570.72,Yes,1,Online Payment,Quarterly,2023-03-25,2023-03-28,3
2023-08-02,CID0313,Customer 313,New York,Dairy,1,49.95,62.44,62.44,Yes,2,Debit Card,Quarterly,2023-04-01,2023-11-01,214
2023-08-15,CID0314,Customer 314,Chicago,Beverages,11,37.79,47.24,519.64,Yes,2,Cash,Quarterly,2023-03-17,2023-07-27,132
2023-09-10,CID0315,Customer 315,Houston,Beverages,5,36.02,45.02,225.1,Yes,3,Online Payment,One Time,2023-03-07,2023-07-22,137
2023-02-20,CID0316,Customer 316,New York,Dairy,15,38.15,47.69,715.35,Yes,3,Online Payment,Weekly,2023-01-24,2023-02-02,9
2023-01-26,CID0317,Customer 317,New York,Packaged Foods,5,47.43,59.29,296.45,Yes,3,Debit Card,One Time,2023-01-14,2023-01-16,2
2023-11-30,CID0318,Customer 318,Los Angeles,Dairy,12,43.14,53.93,647.16,Yes,1,Credit Card,Weekly,2023-03-16,2023-06-06,82
2023-04-10,CID0319,Customer 319,San Antonio,Vegetables,5,68.39,85.49,427.45,No,1,Credit Card,Monthly,2023-06-05,2023-07-27,52
2023-08-01,CID0320,Customer 320,San Antonio,Meat,17,4.34,5.42,92.14,Yes,4,Debit Card,Monthly,2023-07-01,2023-07-01,0
2023-02-17,CID0321,Customer 321,Philadelphia,Packaged Foods,17,66.74,83.42,1418.14,No,3,Online Payment,One Time,2023-06-02,2023-11-02,153
2024-01-21,CID0322,Customer 322,Los Angeles,Packaged Foods,12,67.58,84.47,1013.64,Yes,4,Debit Card,Quarterly,2023-12-16,2024-01-18,33
2023-03-27,CID0324,Customer 324,San Antonio,Fruits,15,37.24,46.55,698.25,No,3,Credit Card,Quarterly,2023-01-24,2023-03-19,54
2023-07-28,CID0325,Customer 325,Houston,Meat,6,35.3,44.13,264.78,Yes,3,Cash,Weekly,2023-02-13,2023-05-03,79
2023-06-09,CID0326,Customer 326,Los Angeles,Beverages,12,17.79,22.24,266.88,No,2,Debit Card,Quarterly,2023-02-14,2023-04-19,64
2023-04-09,CID0327,Customer 327,New York,Packaged Foods,18,31.98,39.98,719.64,Yes,3,Debit Card,Quarterly,2023-01-21,2023-12-03,316
2023-04-20,CID0328,Customer 328,Houston,Dairy,14,3.94,4.92,68.88,Yes,3,Online Payment,Weekly,2023-03-20,2023-06-04,76
2023-01-31,CID0330,Customer 330,New York,Bakery,9,65.41,81.76,735.84,Yes,2,Online Payment,Weekly,2023-01-20,2023-01-30,10
2023-03-26,CID0331,Customer 331,Los Angeles,Beverages,5,23.05,28.81,144.05,Yes,4,Cash,One Time,2023-01-31,2023-02-19,19
2023-02-01,CID0333,Customer 333,Philadelphia,Fruits,3,42.71,53.39,160.17,Yes,2,Debit Card,One Time,2023-01-01,2023-01-01,0
2023-07-19,CID0334,Customer 334,Houston,Bakery,6,70.44,88.05,528.3,Yes,2,Online Payment,One Time,2023-01-03,2023-09-04,244
2023-08-21,CID0336,Customer 336,Phoenix,Dairy,5,2.76,3.45,17.25,Yes,3,Online Payment,Monthly,2023-06-13,2023-07-26,43
2024-10-01,CID0340,Customer 340,New York,Meat,14,74.38,92.98,1301.72,No,3,Credit Card,Weekly,2023-08-12,2023-09-12,31
2024-03-01,CID0343,Customer 343,Chicago,Vegetables,27,64.35,80.432,2171.66,Yes,3,Online Payment,One Time,2023-05-28,2023-08-11,75
2023-08-04,CID0346,Customer 346,New York,Vegetables,18,20.95,26.19,471.42,Yes,1,Credit Card,Quarterly,2023-01-21,2023-02-16,26
2023-01-06,CID0347,Customer 347,Houston,Fruits,7,54.1,67.62,473.34,Yes,4,Debit Card,Quarterly,2023-01-19,2023-05-05,106
2023-04-22,CID0348,Customer 348,Chicago,Beverages,15,24.02,30.02,450.3,Yes,1,Debit Card,Monthly,2023-02-26,2023-06-04,98
2023-01-30,CID0349,Customer 349,New York,Beverages,11,57.58,71.98,791.78,Yes,4,Cash,One Time,2023-12-01,2023-12-01,0
2023-10-24,CID0350,Customer 350,Houston,Bakery,18,76.34,95.43,1717.74,Yes,3,Debit Card,One Time,2023-03-06,2023-08-10,157
2024-12-01,CID0351,Customer 351,Philadelphia,Packaged Foods,12,57.82,72.28,867.36,Yes,2,Online Payment,Weekly,2023-11-24,2024-03-01,98
2023-05-10,CID0352,Customer 352,Houston,Packaged Foods,6,69.09,86.36,518.16,Yes,4,Cash,Monthly,2023-06-08,2023-09-09,93
2023-01-02,CID0353,Customer 353,Philadelphia,Meat,13,0.57,0.71,9.23,Yes,1,Cash,Weekly,2023-01-17,2023-01-26,9
2023-10-06,CID0355,Customer 355,Philadelphia,Meat,18,66.43,83.04,1494.72,Yes,3,Online Payment,One Time,2023-03-19,2023-05-19,61
2023-01-26,CID0357,Customer 357,Chicago,Bakery,8,69.78,87.22,697.76,Yes,3,Cash,Weekly,2023-01-13,2023-01-25,12
2023-10-27,CID0358,Customer 358,New York,Bakery,18,20.83,26.04,468.72,Yes,1,Cash,Weekly,2023-05-09,2023-10-26,170
2023-02-09,CID0359,Customer 359,Phoenix,Bakery,1,53.36,66.7,66.7,Yes,1,Cash,Weekly,2023-01-28,2023-07-22,175
2023-09-15,CID0360,Customer 360,Los Angeles,Packaged Foods,8,64.11,80.14,641.12,Yes,1,Online Payment,One Time,2023-02-05,2023-08-13,189
2023-09-29,CID0361,Customer 361,Philadelphia,Meat,6,53.15,66.44,398.64,Yes,2,Online Payment,One Time,2023-07-15,2023-08-22,38
2023-03-22,CID0362,Customer 362,Los Angeles,Meat,5,7.74,9.68,48.4,Yes,3,Credit Card,One Time,2023-03-15,2023-03-22,7
2023-09-18,CID0364,Customer 364,Philadelphia,Vegetables,15,44.14,55.18,827.7,Yes,4,Credit Card,One Time,2023-01-06,2023-08-28,234
2023-11-02,CID0365,Customer 365,Chicago,Dairy,2,72.06,90.08,180.16,No,4,Online Payment,Monthly,2023-01-19,2023-01-20,1
2023-05-02,CID0367,Customer 367,New York,Dairy,11,25.96,32.45,356.95,Yes,3,Online Payment,Weekly,2023-01-26,2023-02-02,7
2023-04-02,CID0369,Customer 369,New York,Meat,18,33.25,41.56,748.08,Yes,2,Credit Card,One Time,2023-01-01,2023-01-31,30
2023-12-12,CID0370,Customer 370,Houston,Meat,18,51.83,64.79,1166.22,Yes,3,Credit Card,Weekly,2023-10-17,2023-11-15,29
2023-01-05,CID0371,Customer 371,New York,Vegetables,17,51.86,64.82,1101.94,Yes,1,Cash,One Time,2023-04-21,2023-04-24,3
2023-07-26,CID0372,Customer 372,Philadelphia,Dairy,8,71.09,88.86,710.88,Yes,2,Credit Card,Monthly,2023-06-25,2023-07-16,21
2023-03-03,CID0373,Customer 373,Phoenix,Dairy,15,48.06,60.07,901.05,Yes,4,Credit Card,Weekly,2023-02-19,2023-02-28,9
2023-10-19,CID0374,Customer 374,Houston,Bakery,8,40.37,50.46,403.68,Yes,3,Online Payment,One Time,2023-01-26,2023-09-04,221
2023-01-11,CID0377,Customer 377,New York,Beverages,8,12.68,15.85,126.8,Yes,2,Credit Card,One Time,2023-05-27,2023-08-23,88
2023-11-14,CID0379,Customer 379,Houston,Beverages,4,51.18,63.97,255.88,Yes,1,Cash,Weekly,2023-07-11,2023-09-11,62
2023-11-02,CID0380,Customer 380,Chicago,Beverages,1,59.38,74.23,74.23,Yes,3,Online Payment,Weekly,2023-01-23,2023-03-02,38
2023-03-08,CID0381,Customer 381,Chicago,Packaged Foods,1,42.58,53.23,53.23,Yes,1,Credit Card,Weekly,2023-02-26,2023-07-07,131
2023-03-12,CID0382,Customer 382,Philadelphia,Packaged Foods,19,66.39,82.99,1576.81,Yes,3,Cash,Monthly,2023-11-22,2023-11-30,8
2023-09-25,CID0385,Customer 385,Philadelphia,Dairy,16,55.71,69.64,1114.24,Yes,4,Debit Card,Weekly,2023-12-03,2023-12-05,2
2023-11-06,CID0386,Customer 386,Philadelphia,Meat,5,42.78,53.48,267.4,Yes,4,Credit Card,One Time,2023-10-06,2023-11-06,31
2023-05-14,CID0387,Customer 387,Philadelphia,Vegetables,9,36.13,45.16,406.44,Yes,2,Cash,Quarterly,2023-01-25,2023-09-02,220
2023-04-15,CID0388,Customer 388,Philadelphia,Bakery,2,7.12,8.9,17.8,Yes,4,Online Payment,Monthly,2023-03-22,2023-03-30,8
2024-02-01,CID0390,Customer 390,Chicago,Vegetables,9,80.13,100.166,901.49,Yes,3,Online Payment,Quarterly,2023-01-21,2023-05-27,126
2023-10-06,CID0391,Customer 391,Philadelphia,Fruits,9,64.72,80.9,728.1,Yes,3,Cash,Quarterly,2023-03-21,2023-08-04,136
2023-05-16,CID0393,Customer 393,Chicago,Packaged Foods,9,37.54,46.93,422.37,Yes,1,Debit Card,One Time,2023-04-23,2023-04-24,1
2023-09-03,CID0395,Customer 395,Phoenix,Dairy,13,5.76,7.2,93.6,Yes,2,Online Payment,Monthly,2023-02-16,2023-02-28,12
2023-10-12,CID0396,Customer 396,Philadelphia,Meat,9,31.24,39.05,351.45,No,3,Online Payment,One Time,2023-09-03,2023-09-10,7
2023-11-27,CID0397,Customer 397,New York,Meat,13,68.21,85.26,1108.38,Yes,3,Debit Card,One Time,2023-02-16,2023-06-23,127
