Date,Customer ID,Customer Name,City,Product Category,Quantity,Unit Cost,Unit Price,Total Revenue,New Customer,Delivery Days,Payment Method,Order Frequency,First Purchase Date,Last Purchase Date,Customer Relationship Duration
2023-01-06,CID0594,Customer 594,Philadelphia,Vegetables,17,12.53,15.66,266.22,Yes,2,Online Payment,Quarterly,2023-05-22,2023-05-30,8
2023-11-10,CID0595,Customer 595,Phoenix,Dairy,3,21.58,26.98,80.94,Yes,3,Cash,Weekly,2023-04-21,2023-06-29,69
2023-07-03,CID0596,Customer 596,Houston,Packaged Foods,2,2.15,2.69,5.38,Yes,2,Credit Card,One Time,2023-02-25,2023-05-03,67
2023-09-04,CID0597,Customer 597,Los Angeles,Packaged Foods,8,46.82,58.53,468.24,Yes,4,Online Payment,Monthly,2023-02-27,2023-03-16,17
2023-04-08,CID0598,Customer 598,Houston,Meat,12,67.44,84.3,1011.6,Yes,1,Cash,One Time,2023-02-28,2023-04-04,35
2023-07-12,CID0599,Customer 599,San Antonio,Meat,4,44.1,55.12,220.48,No,3,Credit Card,Quarterly,2023-07-31,2023-08-27,27
2023-07-14,CID0600,Customer 600,Los Angeles,Bakery,5,17.86,22.32,111.6,Yes,3,Online Payment,Weekly,2023-03-28,2023-06-14,78
2023-12-13,CID0601,Customer 601,Los Angeles,Bakery,13,3.08,3.85,50.05,Yes,4,Credit Card,Weekly,2023-08-21,2023-11-23,94
2024-01-19,CID0602,Customer 602,Chicago,Beverages,15,17.49,21.86,327.9,Yes,3,Online Payment,One Time,2023-07-24,2023-12-21,150
2023-03-31,CID0603,Customer 603,Los Angeles,Beverages,16,33.52,41.9,670.4,Yes,4,Cash,One Time,2023-02-23,2023-10-03,222
2023-12-11,CID0604,Customer 604,New York,Fruits,15,66.95,83.688,1255.32,Yes,1,Debit Card,Quarterly,2023-02-18,2023-06-22,124
2023-07-27,CID0607,Customer 607,Houston,Meat,17,69.41,86.76,1474.92,Yes,4,Cash,Monthly,2023-03-22,2023-05-18,57
2023-01-01,CID0609,Customer 609,Los Angeles,Meat,12,65.78,82.23,986.76,Yes,1,Online Payment,Monthly,2023-01-01,2023-01-01,0
2023-05-27,CID0611,Customer 611,Houston,Beverages,3,51.11,63.89,191.67,Yes,1,Credit Card,Weekly,2023-02-05,2023-05-15,99
2023-09-08,CID0613,Customer 613,Houston,Fruits,13,37.27,46.59,605.67,No,4,Cash,Weekly,2023-01-24,2023-07-26,183
2023-10-24,CID0614,Customer 614,Houston,Vegetables,10,17.17,21.465,203.92,No,3,Credit Card,Quarterly,2023-02-13,2023-06-13,120
2023-07-11,CID0615,Customer 615,Los Angeles,Beverages,8,24.54,30.67,245.36,No,3,Debit Card,Weekly,2023-02-17,2023-09-04,199
2023-08-27,CID0618,Customer 618,New York,Packaged Foods,12,9.95,12.44,149.28,Yes,1,Debit Card,Weekly,2023-10-07,2023-10-07,0
2023-04-20,CID0622,Customer 622,Chicago,Fruits,8,13.02,16.28,130.24,No,3,Cash,Weekly,2023-03-13,2023-12-04,266
2023-09-19,CID0623,Customer 623,Phoenix,Beverages,7,70.61,88.26,617.82,Yes,1,Credit Card,Quarterly,2023-01-31,2023-02-06,6
2023-08-31,CID0624,Customer 624,Houston,Fruits,1,65.98,82.47,82.47,Yes,3,Online Payment,One Time,2023-05-31,2023-08-22,83
2023-03-28,CID0626,Customer 626,New York,Bakery,12,22.02,27.52,330.24,No,4,Online Payment,Weekly,2023-03-13,2023-03-22,9
2023-04-12,CID0627,Customer 627,New York,Fruits,9,35.68,44.594,401.35,Yes,4,Credit Card,One Time,2023-06-18,2023-08-09,52
2023-05-26,CID0629,Customer 629,Chicago,Fruits,14,15.45,19.31,270.34,Yes,2,Debit Card,Monthly,2023-01-02,2023-04-24,112
2023-06-12,CID0631,Customer 631,Phoenix,Beverages,1,57.32,71.65,71.65,No,1,Debit Card,One Time,2023-01-07,2023-07-23,197
2023-11-21,CID0632,Customer 632,Phoenix,Dairy,18,47.64,59.55,1071.9,Yes,3,Credit Card,Quarterly,2023-05-08,2023-10-27,172
2023-11-14,CID0633,Customer 633,Houston,Beverages,13,71.7,89.62,1165.06,Yes,3,Credit Card,Quarterly,2023-01-27,2023-05-25,118
2023-06-21,CID0634,Customer 634,San Antonio,Meat,2,46.83,58.54,117.08,Yes,1,Credit Card,One Time,2023-03-15,2023-05-22,68
2023-02-17,CID0635,Customer 635,Philadelphia,Vegetables,9,37.57,46.96,422.64,Yes,4,Credit Card,Quarterly,2023-08-02,2023-08-02,0
2023-01-05,CID0637,Customer 637,Phoenix,Bakery,9,75.26,94.07,846.63,Yes,2,Debit Card,Weekly,2023-02-15,2023-09-04,201
2023-11-12,CID0638,Customer 638,Chicago,Bakery,1,6.98,8.73,8.73,No,4,Credit Card,Quarterly,2023-02-23,2023-05-24,90
2023-08-06,CID0639,Customer 639,Los Angeles,Vegetables,11,74.5,93.12,1024.32,No,1,Debit Card,One Time,2023-05-28,2023-05-28,0
2023-03-17,CID0642,Customer 642,New York,Dairy,18,45.38,56.72,1020.96,Yes,3,Credit Card,Monthly,2023-01-20,2023-01-31,11
2023-01-24,CID0644,Customer 644,Phoenix,Vegetables,3,45.92,57.4,172.2,No,4,Debit Card,One Time,2023-01-16,2023-01-20,4
2023-06-05,CID0645,Customer 645,Los Angeles,Bakery,11,72.62,90.77,998.47,Yes,4,Cash,Weekly,2023-01-29,2023-02-02,4
2023-01-09,CID0646,Customer 646,Los Angeles,Vegetables,15,75.46,94.33,1414.95,Yes,2,Cash,Quarterly,2023-05-08,2023-05-08,0
2023-09-11,CID0647,Customer 647,Los Angeles,Meat,5,34.02,42.53,212.65,Yes,4,Cash,One Time,2023-02-25,2023-07-27,152
2024-01-29,CID0648,Customer 648,Philadelphia,Fruits,10,30.43,38.04,380.4,Yes,1,Online Payment,Weekly,2023-06-29,2023-11-21,145
2023-07-02,CID0649,Customer 649,Los Angeles,Beverages,12,74.93,93.66,1123.92,Yes,4,Debit Card,Monthly,2023-05-02,2023-07-02,61
2023-01-08,CID0651,Customer 651,New York,Fruits,26,10.6,13.244,337.72,Yes,1,Credit Card,Weekly,2023-01-30,2023-04-25,85
2023-10-22,CID0653,Customer 653,Houston,Fruits,6,45.34,56.68,340.08,Yes,2,Online Payment,One Time,2023-10-21,2023-10-22,1
2023-10-04,CID0654,Customer 654,Los Angeles,Beverages,18,74.44,93.05,1674.9,Yes,2,Credit Card,Monthly,2023-01-29,2023-08-04,187
2024-03-01,CID0655,Customer 655,Phoenix,Vegetables,13,67.6,84.5,1098.5,Yes,2,Debit Card,Weekly,2023-08-08,2023-12-20,134
2023-12-23,CID0656,Customer 656,Los Angeles,Meat,3,54.2,67.75,203.25,Yes,1,Credit Card,One Time,2023-10-15,2023-12-17,63
2023-07-16,CID0657,Customer 657,Phoenix,Packaged Foods,10,11.47,14.34,143.4,Yes,1,Cash,One Time,2023-07-16,2023-07-16,0
2023-11-09,CID0658,Customer 658,Chicago,Bakery,14,20.64,25.8,361.2,Yes,1,Credit Card,Weekly,2023-07-29,2023-08-30,32
2023-05-05,CID0660,Customer 660,Houston,Beverages,3,14.95,18.69,56.07,Yes,1,Debit Card,Weekly,2023-03-20,2023-06-04,76
2023-03-17,CID0661,Customer 661,New York,Bakery,16,22.56,28.2,451.2,No,3,Online Payment,Weekly,2023-03-13,2023-03-14,1
2023-02-12,CID0662,Customer 662,Phoenix,Dairy,7,10.72,13.4,93.8,No,2,Debit Card,Weekly,2023-01-14,2023-12-03,323
2023-12-19,CID0663,Customer 663,Phoenix,Fruits,14,54.22,67.77,948.78,Yes,4,Cash,Monthly,2023-08-11,2023-11-29,110
2023-03-01,CID0664,Customer 664,New York,Packaged Foods,9,75.54,94.43,849.87,No,4,Debit Card,Weekly,2023-03-01,2023-03-01,0
2024-01-20,CID0665,Customer 665,Houston,Beverages,15,21.81,27.26,408.9,Yes,2,Credit Card,Quarterly,2023-12-22,2024-01-14,23
2024-01-30,CID0666,Customer 666,Los Angeles,Dairy,3,38.24,47.8,143.4,Yes,4,Credit Card,One Time,2023-05-17,2024-06-01,381
2023-02-24,CID0667,Customer 667,Phoenix,Vegetables,2,50.9,63.62,127.24,Yes,4,Cash,Monthly,2023-02-01,2023-12-02,304
2023-06-08,CID0668,Customer 668,New York,Meat,2,79.96,99.95,199.9,Yes,4,Debit Card,One Time,2023-02-16,2023-04-22,65
2023-01-04,CID0670,Customer 670,New York,Fruits,27,44.1,55.121,1488.27,Yes,1,Credit Card,Quarterly,2023-03-31,2023-03-31,0
2023-12-23,CID0671,Customer 671,Chicago,Bakery,14,31.06,38.82,543.48,Yes,3,Online Payment,Monthly,2023-08-06,2023-12-13,129
2023-08-26,CID0673,Customer 673,Los Angeles,Vegetables,10,38.29,47.86,478.6,Yes,3,Online Payment,Monthly,2023-03-31,2023-06-14,75
2023-01-26,CID0674,Customer 674,New York,Bakery,2,9.23,11.54,23.08,No,2,Online Payment,One Time,2023-01-01,2023-01-19,18
2023-10-13,CID0675,Customer 675,San Antonio,Fruits,1,50.9,63.63,63.63,Yes,4,Debit Card,Weekly,2023-03-04,2023-09-22,202
2023-04-03,CID0677,Customer 677,Philadelphia,Bakery,14,0.63,0.79,11.06,Yes,2,Online Payment,Weekly,2023-06-02,2023-11-02,153
2023-08-22,CID0678,Customer 678,Phoenix,Meat,1,68.78,85.97,85.97,Yes,1,Online Payment,One Time,2023-06-18,2023-08-08,51
2023-10-03,CID0679,Customer 679,Houston,Beverages,14,15.21,19.01,266.14,Yes,2,Debit Card,Quarterly,2023-02-21,2023-06-03,102
2023-08-26,CID0680,Customer 680,New York,Vegetables,16,44.34,55.43,886.88,Yes,4,Debit Card,Quarterly,2023-01-18,2023-05-29,131
2023-08-12,CID0681,Customer 681,San Antonio,Beverages,14,33.5,41.87,586.18,Yes,3,Credit Card,Monthly,2023-03-14,2023-08-28,167
2023-10-14,CID0683,Customer 683,San Antonio,Meat,3,29.94,37.43,112.29,Yes,3,Credit Card,Monthly,2023-02-16,2023-05-29,102
2023-12-06,CID0685,Customer 685,Chicago,Dairy,6,58.54,73.18,439.08,Yes,2,Credit Card,Quarterly,2023-02-25,2023-03-20,23
2023-08-15,CID0687,Customer 687,Philadelphia,Dairy,2,63.78,79.73,159.46,Yes,4,Cash,One Time,2023-04-18,2023-06-18,61
2024-04-01,CID0689,Customer 689,New York,Meat,2,3.26,4.08,8.16,No,4,Credit Card,One Time,2023-06-24,2023-08-26,63
2023-09-16,CID0690,Customer 690,Philadelphia,Dairy,4,31.82,39.78,159.12,No,4,Credit Card,Weekly,2023-03-22,2023-03-23,1
2023-07-08,CID0691,Customer 691,Houston,Vegetables,8,67.05,83.808,628.56,No,3,Cash,Weekly,2023-05-04,2023-08-05,93
2023-08-17,CID0693,Customer 693,Philadelphia,Bakery,13,59.07,73.84,959.92,Yes,4,Credit Card,Weekly,2023-04-07,2023-07-19,103
2023-03-23,CID0694,Customer 694,Phoenix,Dairy,12,77.98,97.47,1169.64,Yes,4,Credit Card,Quarterly,2023-11-02,2023-11-03,1
2024-01-16,CID0695,Customer 695,Chicago,Dairy,13,4.55,5.69,73.97,Yes,1,Credit Card,Quarterly,2023-10-18,2023-11-21,34
2023-01-09,CID0696,Customer 696,Chicago,Meat,14,54.7,68.38,957.32,Yes,2,Cash,Monthly,2023-02-06,2023-07-14,158
2023-08-19,CID0697,Customer 697,New York,Fruits,27,41.43,51.788,1398.28,Yes,1,Debit Card,Monthly,2023-01-22,2023-09-04,225
2023-05-13,CID0698,Customer 698,Houston,Dairy,6,46.5,58.13,348.78,No,3,Credit Card,One Time,2023-01-14,2023-03-29,74
2024-01-20,CID0699,Customer 699,Houston,Packaged Foods,11,7.19,8.99,98.89,Yes,2,Cash,Weekly,2023-03-21,2024-08-01,499
2023-07-05,CID0700,Customer 700,Phoenix,Dairy,2,3.82,4.78,9.56,No,2,Credit Card,One Time,2023-01-21,2023-01-22,1
2023-11-23,CID0701,Customer 701,New York,Beverages,19,53.48,66.85,1270.15,Yes,1,Online Payment,Weekly,2023-11-13,2023-11-17,4
2023-05-22,CID0702,Customer 702,Chicago,Vegetables,28,72.53,90.662,2583.87,Yes,2,Cash,Monthly,2023-01-13,2023-04-15,92
2024-01-28,CID0703,Customer 703,Houston,Packaged Foods,5,62.65,78.31,391.55,Yes,4,Credit Card,Monthly,2023-12-12,2024-01-25,44
2023-09-24,CID0704,Customer 704,New York,Packaged Foods,19,43.69,54.61,1037.59,Yes,2,Cash,Weekly,2023-11-02,2023-12-04,32
2023-05-21,CID0708,Customer 708,San Antonio,Fruits,11,72.92,91.15,1002.65,Yes,1,Cash,One Time,2023-04-19,2023-05-18,29
2023-08-14,CID0709,Customer 709,Houston,Vegetables,9,60.42,75.519,679.67,No,4,Online Payment,Monthly,2023-05-05,2023-06-13,39
2023-09-02,CID0710,Customer 710,Chicago,Meat,15,56.86,71.08,1066.2,No,3,Online Payment,Weekly,2023-08-02,2023-08-02,0
2024-01-01,CID0711,Customer 711,Los Angeles,Packaged Foods,9,75.93,94.91,854.19,No,4,Online Payment,One Time,2023-08-15,2023-11-26,103
2023-05-27,CID0712,Customer 712,San Antonio,Meat,19,2.9,3.63,68.97,Yes,4,Credit Card,Weekly,2023-04-17,2023-05-19,32
2023-05-20,CID0714,Customer 714,Phoenix,Dairy,3,26.69,33.36,100.08,Yes,1,Credit Card,One Time,2023-02-25,2023-12-03,281
2023-06-13,CID0716,Customer 716,Houston,Dairy,14,21.62,27.03,378.42,Yes,3,Cash,Monthly,2023-01-30,2023-04-15,75
2023-04-10,CID0717,Customer 717,New York,Fruits,28,63.91,79.882,2276.64,Yes,1,Online Payment,Quarterly,2023-06-26,2023-12-08,165
2023-11-02,CID0718,Customer 718,Houston,Beverages,7,70.26,87.83,614.81,Yes,1,Cash,Weekly,2023-01-28,2023-06-02,125
2023-12-03,CID0719,Customer 719,Chicago,Dairy,16,3.71,4.64,74.24,Yes,3,Debit Card,One Time,2023-01-15,2023-01-29,14
2023-04-29,CID0721,Customer 721,Houston,Dairy,1,61.08,76.35,76.35,Yes,1,Credit Card,Quarterly,2023-03-28,2023-05-04,37
2023-07-16,CID0722,Customer 722,Phoenix,Vegetables,4,36.61,45.76,183.04,Yes,3,Credit Card,One Time,2023-06-23,2023-08-07,45
2023-12-28,CID0725,Customer 725,San Antonio,Vegetables,8,10.87,13.59,108.72,Yes,3,Credit Card,Monthly,2023-09-27,2023-12-13,77
2023-04-20,CID0726,Customer 726,Phoenix,Bakery,17,68.62,85.78,1458.26,Yes,3,Credit Card,Monthly,2023-03-27,2023-07-04,99
2023-02-02,CID0727,Customer 727,Phoenix,Fruits,5,46.2,57.75,288.75,Yes,4,Credit Card,Weekly,2023-01-20,2023-01-26,6
2023-07-28,CID0729,Customer 729,Los Angeles,Fruits,2,27.77,34.713,69.43,Yes,3,Cash,Weekly,2023-02-26,2023-07-16,140
2023-05-10,CID0731,Customer 731,Philadelphia,Fruits,7,14.86,18.58,130.06,Yes,4,Online Payment,Quarterly,2023-01-29,2023-10-08,252
2023-08-27,CID0732,Customer 732,San Antonio,Bakery,18,35.06,43.83,788.94,No,4,Cash,Quarterly,2023-02-01,2023-05-19,107
2023-01-08,CID0733,Customer 733,Los Angeles,Dairy,5,26.83,33.54,167.7,Yes,4,Debit Card,Quarterly,2023-02-22,2023-04-18,55
2023-04-16,CID0735,Customer 735,Chicago,Fruits,7,59.22,74.03,518.21,Yes,1,Debit Card,Quarterly,2023-01-28,2023-02-28,31
2024-01-30,CID0738,Customer 738,Chicago,Dairy,5,45.82,57.28,286.4,Yes,4,Online Payment,Monthly,2024-01-27,2024-01-30,3
2023-12-23,CID0740,Customer 740,Los Angeles,Bakery,2,53.18,66.47,132.94,Yes,4,Credit Card,Weekly,2023-05-29,2023-11-25,180
2023-11-01,CID0741,Customer 741,San Antonio,Meat,6,44.05,55.06,330.36,Yes,2,Cash,Monthly,2023-06-01,2023-08-01,61
2024-01-27,CID0742,Customer 742,Houston,Meat,15,70.39,87.99,1319.85,Yes,4,Cash,Monthly,2023-03-03,2023-11-04,246
2023-10-22,CID0743,Customer 743,New York,Dairy,10,54.18,67.72,677.2,No,2,Debit Card,One Time,2023-04-01,2023-10-19,201
2023-04-01,CID0746,Customer 746,Houston,Vegetables,0,43.78,54.729,27.36,Yes,3,Online Payment,Quarterly,2023-04-01,2023-04-01,0
2023-06-30,CID0747,Customer 747,New York,Meat,13,23.58,29.47,383.11,No,3,Cash,Weekly,2023-02-14,2023-03-24,38
2023-07-19,CID0750,Customer 750,San Antonio,Meat,18,72.0,90.0,1620.0,Yes,3,Cash,One Time,2023-05-17,2023-12-07,204
2023-03-08,CID0751,Customer 751,Philadelphia,Dairy,5,56.93,71.16,355.8,Yes,3,Debit Card,Monthly,2023-06-30,2023-07-07,7
2023-03-10,CID0752,Customer 752,Phoenix,Dairy,13,75.02,93.77,1219.01,Yes,2,Credit Card,Quarterly,2023-04-28,2023-06-19,52
2024-01-18,CID0753,Customer 753,Los Angeles,Fruits,2,43.58,54.477,108.95,Yes,4,Debit Card,Quarterly,2023-09-14,2023-12-14,91
2024-12-01,CID0754,Customer 754,New York,Bakery,17,38.08,47.6,809.2,Yes,4,Cash,One Time,2023-10-14,2023-12-27,74
2023-07-10,CID0755,Customer 755,Los Angeles,Fruits,2,4.64,5.796,8.69,Yes,4,Cash,Monthly,2023-01-07,2023-01-09,2
2023-04-23,CID0757,Customer 757,Los Angeles,Fruits,6,42.07,52.587,289.23,No,4,Cash,Monthly,2023-02-20,2023-04-18,57
2023-12-08,CID0761,Customer 761,Phoenix,Meat,18,52.22,65.27,1174.86,No,2,Online Payment,Monthly,2023-04-22,2023-06-19,58
2023-06-09,CID0762,Customer 762,Philadelphia,Beverages,8,51.71,64.64,517.12,Yes,1,Debit Card,Monthly,2023-05-01,2023-07-02,62
2023-07-19,CID0764,Customer 764,Phoenix,Packaged Foods,9,62.24,77.8,700.2,Yes,4,Credit Card,Quarterly,2023-01-20,2023-05-16,116
2023-09-12,CID0766,Customer 766,Philadelphia,Fruits,10,58.16,72.7,727.0,Yes,4,Online Payment,Weekly,2023-10-22,2023-10-25,3
2023-07-27,CID0768,Customer 768,New York,Bakery,13,71.73,89.66,1165.58,Yes,1,Online Payment,Weekly,2023-05-27,2023-09-07,103
2024-06-01,CID0769,Customer 769,San Antonio,Beverages,17,67.84,84.8,1441.6,Yes,2,Credit Card,Monthly,2023-07-27,2023-10-13,78
2023-03-26,CID0770,Customer 770,San Antonio,Beverages,9,25.49,31.86,286.74,No,4,Credit Card,Quarterly,2023-03-23,2023-03-23,0
2023-08-28,CID0771,Customer 771,New York,Fruits,26,24.63,30.789,785.12,Yes,2,Online Payment,Weekly,2023-04-17,2023-07-27,101
2023-01-10,CID0774,Customer 774,Houston,Meat,1,72.55,90.69,90.69,Yes,3,Debit Card,Monthly,2023-07-27,2023-08-23,27
2023-01-14,CID0775,Customer 775,Philadelphia,Packaged Foods,2,13.45,16.81,33.62,Yes,4,Credit Card,Quarterly,2023-01-01,2023-10-01,273
2023-10-31,CID0777,Customer 777,San Antonio,Vegetables,1,64.86,81.08,81.08,Yes,4,Debit Card,One Time,2023-03-29,2023-09-04,159
2023-10-16,CID0778,Customer 778,Chicago,Fruits,10,75.82,94.77,947.7,Yes,4,Credit Card,Monthly,2023-08-24,2023-09-20,27
2023-12-02,CID0781,Customer 781,Philadelphia,Packaged Foods,11,43.29,54.11,595.21,No,1,Debit Card,One Time,2023-01-28,2023-01-30,2
2023-11-26,CID0782,Customer 782,San Antonio,Vegetables,2,5.22,6.53,13.06,Yes,3,Credit Card,Monthly,2023-02-24,2023-03-26,30
2023-11-03,CID0784,Customer 784,Los Angeles,Fruits,4,49.8,62.244,248.98,No,4,Online Payment,Monthly,2023-02-25,2023-11-03,251
2023-08-25,CID0785,Customer 785,Los Angeles,Packaged Foods,17,74.48,93.1,1582.7,Yes,2,Cash,Monthly,2023-05-31,2023-07-30,60
2023-04-04,CID0786,Customer 786,Chicago,Vegetables,22,43.98,54.978,1237.01,Yes,3,Cash,Weekly,2023-02-21,2023-02-23,2
2023-01-26,CID0787,Customer 787,San Antonio,Bakery,17,18.73,23.41,397.97,Yes,2,Cash,Quarterly,2023-01-17,2023-01-21,4
2023-05-14,CID0788,Customer 788,Philadelphia,Beverages,13,3.94,4.93,64.09,Yes,4,Credit Card,Quarterly,2023-01-21,2023-03-14,52
2023-06-17,CID0790,Customer 790,Phoenix,Packaged Foods,5,24.43,30.54,152.7,Yes,3,Cash,One Time,2023-03-21,2023-07-04,105
2023-08-21,CID0792,Customer 792,Los Angeles,Packaged Foods,1,28.6,35.75,35.75,Yes,2,Online Payment,Quarterly,2023-03-28,2023-07-13,107
2023-06-17,CID0793,Customer 793,Houston,Bakery,5,75.94,94.93,474.65,Yes,3,Credit Card,One Time,2023-02-26,2023-04-14,47
2023-06-22,CID0794,Customer 794,Philadelphia,Packaged Foods,8,77.0,96.25,770.0,Yes,4,Cash,One Time,2023-03-27,2023-05-14,48
2024-01-25,CID0795,Customer 795,Los Angeles,Fruits,6,44.84,56.052,364.34,Yes,2,Online Payment,One Time,2023-03-28,2023-12-11,258
2023-07-14,CID0796,Customer 796,Houston,Dairy,8,74.32,92.9,743.2,Yes,4,Online Payment,Weekly,2023-01-20,2023-04-26,96
2024-01-21,CID0798,Customer 798,Phoenix,Dairy,1,43.93,54.91,54.91,Yes,1,Credit Card,Weekly,2023-11-21,2023-11-26,5
2023-04-08,CID0799,Customer 799,San Antonio,Packaged Foods,13,14.75,18.44,239.72,Yes,4,Cash,Monthly,2023-01-30,2023-07-23,174
2023-10-05,CID0800,Customer 800,New York,Bakery,19,36.9,46.13,876.47,Yes,1,Debit Card,One Time,2023-02-19,2023-04-29,69
2023-11-02,CID0801,Customer 801,San Antonio,Vegetables,3,45.05,56.31,168.93,No,4,Cash,Quarterly,2023-01-23,2023-01-27,4
2023-08-29,CID0802,Customer 802,New York,Packaged Foods,17,69.17,86.46,1469.82,Yes,4,Cash,One Time,2023-03-31,2023-06-28,89
